Date,user_id
2025-11-26T09:06:47.317Z,29844439
2025-11-26T09:06:44.224Z,12720195
2025-11-26T09:06:33.382Z,10619990
2025-11-26T09:06:00.632Z,31988988
2025-11-26T09:05:53.095Z,28463631
2025-11-26T09:05:42.669Z,28950624
2025-11-26T09:05:42.031Z,28950624
2025-11-26T09:05:39.622Z,22158302
2025-11-26T09:05:36.185Z,45015319
2025-11-26T09:05:25.059Z,40407973
2025-11-26T09:05:08.461Z,27527776
2025-11-26T09:05:07.673Z,22158302
2025-11-26T09:05:06.764Z,39090545
2025-11-26T09:05:05.050Z,46851854
2025-11-26T09:04:55.158Z,46780666
2025-11-26T09:04:46.982Z,46780666
2025-11-26T09:04:44.747Z,20836232
2025-11-26T09:04:38.546Z,12357360
2025-11-26T09:04:34.849Z,12357360
2025-11-26T09:04:17.772Z,13496658
2025-11-26T09:04:12.151Z,44781767
2025-11-26T09:03:46.479Z,22158302
2025-11-26T09:03:46.133Z,22158302
2025-11-26T09:03:45.834Z,22158302
2025-11-26T09:03:45.191Z,22158302
2025-11-26T09:03:44.892Z,22158302
2025-11-26T09:03:43.910Z,22158302
2025-11-26T09:03:43.168Z,22158302
2025-11-26T09:03:42.297Z,22158302
2025-11-26T09:03:41.885Z,14364811
2025-11-26T09:03:38.652Z,45830340
2025-11-26T09:03:31.598Z,45274077
2025-11-26T09:03:25.701Z,19584259
2025-11-26T09:03:01.546Z,11025694
2025-11-26T09:03:01.516Z,20836232
2025-11-26T09:02:58.730Z,17078251
2025-11-26T09:02:51.915Z,26309470
2025-11-26T09:02:46.069Z,12290343
2025-11-26T09:02:41.008Z,10408289
2025-11-26T09:02:40.204Z,27527776
2025-11-26T09:02:39.302Z,32181564
2025-11-26T09:02:25.362Z,46852102
2025-11-26T09:02:23.936Z,11312800
2025-11-26T09:01:41.940Z,27103388
2025-11-26T09:01:34.988Z,26309470
2025-11-26T09:01:17.502Z,14749683
2025-11-26T09:01:16.394Z,10958422
2025-11-26T09:01:12.100Z,9446734
2025-11-26T09:01:11.090Z,10958422
2025-11-26T09:01:10.428Z,46852102
2025-11-26T09:01:06.028Z,40001288
2025-11-26T09:01:02.226Z,11594045
2025-11-26T09:01:00.081Z,11594045
2025-11-26T09:00:55.138Z,66774
2025-11-26T09:00:49.756Z,22158302
2025-11-26T09:00:48.220Z,22158302
2025-11-26T09:00:44.200Z,12687715
2025-11-26T09:00:39.382Z,44781767
2025-11-26T09:00:17.905Z,14096480
