Date,@payload.userId
2025-11-26T09:09:54.325Z,15467782
2025-11-26T09:09:16.811Z,29371235
2025-11-26T09:08:15.367Z,11077943
2025-11-26T09:07:04.378Z,46852108
2025-11-26T09:07:01.809Z,42654753
2025-11-26T09:06:44.712Z,12720195
2025-11-26T09:02:47.083Z,12290343
2025-11-26T09:02:24.679Z,11312800
2025-11-26T09:00:18.698Z,14096480
2025-11-26T08:58:33.660Z,13104822
2025-11-26T08:57:50.406Z,39394216
2025-11-26T08:57:36.316Z,1537580
2025-11-26T08:57:12.034Z,44235428
2025-11-26T08:57:11.745Z,5699866
2025-11-26T08:56:08.057Z,35883541
2025-11-26T08:55:14.068Z,3187837
2025-11-26T08:54:28.532Z,17012965
2025-11-26T08:52:46.718Z,1547030
2025-11-26T08:51:57.196Z,46794944
2025-11-26T08:51:47.991Z,14096480
2025-11-26T08:51:03.292Z,39670278
2025-11-26T08:49:55.572Z,7760995
2025-11-26T08:49:15.779Z,35649156
2025-11-26T08:48:11.828Z,23775885
2025-11-26T08:47:44.659Z,46838419
2025-11-26T08:45:55.680Z,18805930
2025-11-26T08:45:49.527Z,12830062
2025-11-26T08:43:42.322Z,12830062
2025-11-26T08:43:06.967Z,12830062
2025-11-26T08:42:47.809Z,35412271
2025-11-26T08:42:25.979Z,15467782
2025-11-26T08:40:33.542Z,13113196
2025-11-26T08:39:51.178Z,13342965
2025-11-26T08:39:30.444Z,13342965
2025-11-26T08:38:35.696Z,19244968
2025-11-26T08:37:51.366Z,12830062
2025-11-26T08:37:22.345Z,46838419
2025-11-26T08:37:19.347Z,46838419
2025-11-26T08:35:52.285Z,46832718
2025-11-26T08:34:44.704Z,577131
2025-11-26T08:34:26.660Z,9242020
2025-11-26T08:34:07.295Z,13098286
2025-11-26T08:33:28.262Z,27707038
2025-11-26T08:33:25.539Z,39080307
2025-11-26T08:32:24.063Z,35478599
2025-11-26T08:32:24.015Z,14702939
2025-11-26T08:32:14.831Z,46851784
2025-11-26T08:31:30.490Z,9344946
2025-11-26T08:30:18.727Z,9013247
2025-11-26T08:29:47.588Z,40831081
2025-11-26T08:28:50.574Z,9013247
2025-11-26T08:28:49.454Z,9013247
2025-11-26T08:28:48.013Z,9013247
2025-11-26T08:28:33.636Z,31687754
2025-11-26T08:27:32.089Z,9344946
2025-11-26T08:27:31.274Z,9344946
2025-11-26T08:27:30.086Z,9344946
2025-11-26T08:27:08.333Z,9013247
2025-11-26T08:26:13.933Z,9013247
2025-11-26T08:26:09.933Z,9013247
2025-11-26T08:26:08.228Z,9013247
2025-11-26T08:26:04.493Z,9013247
2025-11-26T08:25:52.021Z,2882130
2025-11-26T08:25:46.528Z,7116410
2025-11-26T08:25:38.351Z,15685042
2025-11-26T08:24:34.667Z,7158715
2025-11-26T08:22:33.685Z,2882130
2025-11-26T08:22:28.624Z,35478599
2025-11-26T08:22:27.152Z,35478599
2025-11-26T08:22:23.605Z,35478599
2025-11-26T08:19:30.582Z,7158715
2025-11-26T08:18:38.049Z,36278366
2025-11-26T08:18:36.580Z,8482243
